124.2829119,40.0198089,1
121.6050599,38.9507293,1
122.2316133,40.6743692,1
120.8313436,40.7251411,1
119.64611,39.98194,1
117.232058,39.0079168,1
118.6578485,37.4405566,1
121.4762641,37.482641,1
122.1477654,37.519286,1
120.3648536,36.0522528,1
119.5236354,35.4157975,1
119.2379113,34.5862287,1
121.5254912,31.2524526,1
122.2060834,29.9820151,1
121.4098254,28.6712297,1
120.6961396,27.9468813,1
119.5549233,26.6487997,1
119.3029846,26.0980239,1
119.0470573,25.4601404,1
118.6862439,24.8459007,1
118.0975304,24.4591664,1
116.6806332,23.3546994,1
115.3679483,22.7526966,1
114.2006722,22.3449266,1
113.5631957,22.1586006,1
111.9740209,21.8694501,1
110.3817419,21.2569198,1
109.1386847,21.4545857,1
110.3567061,19.9536147,1
109.5104305,18.2923436,1
121.2980043,24.9928735,1
120.6540989,24.1473888,1
120.2033652,22.9771772,1
120.3183483,22.6018727,1
121.7694351,24.7326934,1
121.5981102,23.9773925,1
121.1600246,22.7544662,1
114.2305678,30.5977409,1
116.3830515,39.8614722,1
103.9664661,30.610249,1
134.2468267,35.5065344,-1
129.8498728,32.6908706,-1
130.6225593,32.7997084,-1
130.5121755,31.6109008,-1
135.3874592,34.5379209,-1
135.2034862,34.2175798,-1
136.491297,34.7052244,-1
138.4046158,34.9782584,-1
139.7844131,35.6568315,-1
140.4651131,36.3742843,-1
140.7594698,40.8467119,-1
140.5019077,37.7308756,-1
138.1838483,36.6564517,-1
135.7186105,35.1144323,-1
